############################################## User Management System log ##############################################
2020/09/23 09:09:10.942 [TRACE] [UMS.Program]  Program.cs:27 | Starting Program.
2020/09/23 10:17:12.147 [TRACE] [UMS.Controllers.ManageUserController]  CheckUserExist:ManageUserController.cs:48 | Edit Profile Context injected into EditProfileController.
2020/09/23 10:17:12.147 [TRACE] [UMS.Controllers.ManageUserController]  CheckUserExist:ManageUserController.cs:50 | Sign In Manager injected into EditProfileController.
2020/09/23 10:17:12.147 [TRACE] [UMS.Controllers.ManageUserController]  CheckUserExist:ManageUserController.cs:51 | Start EditProfileController Constructor.
2020/09/23 10:17:12.147 [TRACE] [UMS.Controllers.ManageUserController]  CheckUserExist:ManageUserController.cs:262 | Start check user is exist.
2020/09/23 10:17:12.164 [DEBUG] [UMS.Controllers.ManageUserController]  CheckUserExist:ManageUserController.cs:270 | Check user is exist.
2020/09/23 10:17:12.164 [DEBUG] [UMS.Controllers.ManageUserController]  CheckUserExist:ManageUserController.cs:277 | Save changes: Check user is exist.
2020/09/23 10:17:12.164 [TRACE] [UMS.Controllers.ManageUserController]  CheckUserExist:ManageUserController.cs:278 | Query succeeded.
2020/09/23 10:17:12.164 [TRACE] [UMS.Controllers.ManageUserController]  CheckUserExist:ManageUserController.cs:286 | User is exist 0 items.
2020/09/23 10:17:12.177 [TRACE] [UMS.Controllers.ManageUserController]  CheckUserExist:ManageUserController.cs:287 | End check user is exist.
2020/09/23 10:17:13.328 [DEBUG] [UMS.Models.AccountContext]  CheckUserExist:AccountContext.cs:24 | Start Account Context.
2020/09/23 10:17:13.328 [DEBUG] [UMS.Models.EditAccountContext]  CheckUserExist:EditAccountContext.cs:24 | Start Edit Account Context.
2020/09/23 10:17:13.336 [TRACE] [UMS.Data.AuthDbContext]  CheckUserExist:AuthDbContext.cs:28 | Start Auth Database Context.
2020/09/23 10:17:13.336 [TRACE] [UMS.Controllers.ManageUserController]  CheckUserExist:ManageUserController.cs:44 | NLog injected into EditProfileController.
2020/09/23 10:17:13.336 [TRACE] [UMS.Controllers.ManageUserController]  CheckUserExist:ManageUserController.cs:46 | Account Context injected into EditProfileController.
2020/09/23 10:17:13.336 [TRACE] [UMS.Controllers.ManageUserController]  CheckUserExist:ManageUserController.cs:48 | Edit Profile Context injected into EditProfileController.
2020/09/23 10:17:13.336 [TRACE] [UMS.Controllers.ManageUserController]  CheckUserExist:ManageUserController.cs:50 | Sign In Manager injected into EditProfileController.
2020/09/23 10:17:13.336 [TRACE] [UMS.Controllers.ManageUserController]  CheckUserExist:ManageUserController.cs:51 | Start EditProfileController Constructor.
2020/09/23 10:17:13.336 [TRACE] [UMS.Controllers.ManageUserController]  CheckUserExist:ManageUserController.cs:262 | Start check user is exist.
2020/09/23 10:17:13.350 [DEBUG] [UMS.Controllers.ManageUserController]  CheckUserExist:ManageUserController.cs:270 | Check user is exist.
2020/09/23 10:17:13.350 [DEBUG] [UMS.Controllers.ManageUserController]  CheckUserExist:ManageUserController.cs:277 | Save changes: Check user is exist.
2020/09/23 10:17:13.350 [TRACE] [UMS.Controllers.ManageUserController]  CheckUserExist:ManageUserController.cs:278 | Query succeeded.
2020/09/23 10:17:13.350 [TRACE] [UMS.Controllers.ManageUserController]  CheckUserExist:ManageUserController.cs:286 | User is exist 0 items.
2020/09/23 10:17:13.350 [TRACE] [UMS.Controllers.ManageUserController]  CheckUserExist:ManageUserController.cs:287 | End check user is exist.
2020/09/23 10:17:13.423 [DEBUG] [UMS.Models.AccountContext]  GetStatusUser:AccountContext.cs:24 | Start Account Context.
2020/09/23 10:17:13.423 [DEBUG] [UMS.Models.EditAccountContext]  GetStatusUser:EditAccountContext.cs:24 | Start Edit Account Context.
2020/09/23 10:17:13.432 [TRACE] [UMS.Data.AuthDbContext]  GetStatusUser:AuthDbContext.cs:28 | Start Auth Database Context.
2020/09/23 10:17:13.432 [TRACE] [UMS.Controllers.ManageUserController]  GetStatusUser:ManageUserController.cs:44 | NLog injected into EditProfileController.
2020/09/23 10:17:13.432 [TRACE] [UMS.Controllers.ManageUserController]  GetStatusUser:ManageUserController.cs:46 | Account Context injected into EditProfileController.
2020/09/23 10:17:13.432 [TRACE] [UMS.Controllers.ManageUserController]  GetStatusUser:ManageUserController.cs:48 | Edit Profile Context injected into EditProfileController.
2020/09/23 10:17:13.432 [TRACE] [UMS.Controllers.ManageUserController]  GetStatusUser:ManageUserController.cs:50 | Sign In Manager injected into EditProfileController.
2020/09/23 10:17:13.432 [TRACE] [UMS.Controllers.ManageUserController]  GetStatusUser:ManageUserController.cs:51 | Start EditProfileController Constructor.
2020/09/23 10:17:13.442 [TRACE] [UMS.Controllers.ManageUserController]  GetStatusUser:ManageUserController.cs:309 | Start Get status user.
2020/09/23 10:17:13.442 [TRACE] [UMS.Controllers.ManageUserController]  GetStatusUser:ManageUserController.cs:319 | Executing sql stored procedure (EXEC @paramout_status=[dbo].ums_Get_status_user 'test1@gmail.com').
2020/09/23 10:17:13.442 [TRACE] [UMS.Controllers.ManageUserController]  GetStatusUser:ManageUserController.cs:326 | End Get status user.
2020/09/23 10:17:13.477 [TRACE] [UMS.Data.AuthDbContext]  AuthDbContext.cs:28 | Start Auth Database Context.
2020/09/23 10:17:13.477 [DEBUG] [UMS.Models.AccountContext]  AccountContext.cs:24 | Start Account Context.
2020/09/23 10:17:13.477 [DEBUG] [UMS.Areas.Identity.Pages.Account.RegisterModel]  Register.cshtml.cs:62 | Starting Register model.
2020/09/23 10:17:13.493 [TRACE] [UMS.Areas.Identity.Pages.Account.RegisterModel]  Register.cshtml.cs:136 | Start register on post.
2020/09/23 10:17:13.493 [TRACE] [UMS.Areas.Identity.Pages.Account.RegisterModel]  Register.cshtml.cs:141 | Creating application user.
2020/09/23 10:17:13.493 [TRACE] [UMS.Areas.Identity.Pages.Account.RegisterModel]  Register.cshtml.cs:151 | Creating new user.
2020/09/23 10:17:13.650 [INFO] [UMS.Areas.Identity.Pages.Account.RegisterModel]  Register.cshtml.cs:156 | User created a new account with password.
2020/09/23 10:17:13.650 [DEBUG] [UMS.Areas.Identity.Pages.Account.RegisterModel]  Register.cshtml.cs:157 | Generating provider key.
2020/09/23 10:17:13.721 [TRACE] [UMS.Areas.Identity.Pages.Account.RegisterModel]  Register.cshtml.cs:160 | Add login.
2020/09/23 10:17:13.724 [DEBUG] [UMS.Areas.Identity.Pages.Account.RegisterModel]  Register.cshtml.cs:164 | Add default role to user.
2020/09/23 10:17:13.758 [INFO] [UMS.Areas.Identity.Pages.Account.RegisterModel]  Register.cshtml.cs:166 | User created a new login.
2020/09/23 10:17:13.758 [DEBUG] [UMS.Areas.Identity.Pages.Account.RegisterModel]  Register.cshtml.cs:167 | Signing in.
2020/09/23 10:17:13.774 [TRACE] [UMS.Areas.Identity.Pages.Account.RegisterModel]  Register.cshtml.cs:169 | End register on post.
2020/09/23 10:17:13.774 [TRACE] [UMS.Data.AuthDbContext]  Index:AuthDbContext.cs:28 | Start Auth Database Context.
2020/09/23 10:17:13.774 [TRACE] [UMS.Controllers.HomeController] [test1@gmail.com] Index:HomeController.cs:37 | NLog injected into HomeController.
2020/09/23 10:17:13.774 [TRACE] [UMS.Controllers.HomeController] [test1@gmail.com] Index:HomeController.cs:39 | User manager injected into HomeController.
2020/09/23 10:17:13.786 [TRACE] [UMS.Controllers.HomeController] [test1@gmail.com] Index:HomeController.cs:40 | Start HomeController Constructor.
2020/09/23 10:17:13.786 [TRACE] [UMS.Controllers.HomeController] [test1@gmail.com] Index:HomeController.cs:59 | Start Index.
2020/09/23 10:17:13.786 [INFO] [UMS.Controllers.HomeController] [test1@gmail.com] Index:HomeController.cs:60 | Welcome test1@gmail.com to UMS.
2020/09/23 10:17:13.786 [TRACE] [UMS.Controllers.HomeController] [test1@gmail.com] Index:HomeController.cs:65 | Find first value from user.
2020/09/23 10:17:13.786 [TRACE] [UMS.Controllers.HomeController] [test1@gmail.com] Index:HomeController.cs:68 | End Index.
2020/09/23 10:18:45.403 [TRACE] [UMS.Data.AuthDbContext]  AuthDbContext.cs:28 | Start Auth Database Context.
2020/09/23 10:18:45.403 [DEBUG] [UMS.Models.EditAccountContext] [test1@gmail.com] EditAccountContext.cs:24 | Start Edit Account Context.
2020/09/23 10:18:45.412 [DEBUG] [UMS.Models.AccountContext] [test1@gmail.com] AccountContext.cs:24 | Start Account Context.
2020/09/23 10:18:45.412 [TRACE] [UMS.Controllers.ManageUserController] [test1@gmail.com] ManageUserController.cs:44 | NLog injected into EditProfileController.
2020/09/23 10:18:45.412 [TRACE] [UMS.Controllers.ManageUserController] [test1@gmail.com] ManageUserController.cs:46 | Account Context injected into EditProfileController.
2020/09/23 10:18:45.412 [TRACE] [UMS.Controllers.ManageUserController] [test1@gmail.com] ManageUserController.cs:48 | Edit Profile Context injected into EditProfileController.
2020/09/23 10:18:45.412 [TRACE] [UMS.Controllers.ManageUserController] [test1@gmail.com] ManageUserController.cs:50 | Sign In Manager injected into EditProfileController.
2020/09/23 10:18:45.412 [TRACE] [UMS.Controllers.ManageUserController] [test1@gmail.com] ManageUserController.cs:51 | Start EditProfileController Constructor.
2020/09/23 10:18:45.412 [DEBUG] [UMS.Areas.Identity.Pages.Account.LoginModel] [test1@gmail.com] Login.cshtml.cs:46 | Starting Login model.
2020/09/23 10:18:45.428 [TRACE] [UMS.Areas.Identity.Pages.Account.LoginModel] [test1@gmail.com] Login.cshtml.cs:97 | Start login on get.
2020/09/23 10:18:45.428 [INFO] [UMS.Areas.Identity.Pages.Account.LoginModel] [test1@gmail.com] Login.cshtml.cs:100 | User is authenticated.
2020/09/23 10:18:45.428 [TRACE] [UMS.Areas.Identity.Pages.Account.LoginModel] [test1@gmail.com] Login.cshtml.cs:109 | Signing out.
2020/09/23 10:18:45.428 [DEBUG] [UMS.Areas.Identity.Pages.Account.LoginModel] [test1@gmail.com] Login.cshtml.cs:111 | Getting external authentication scheme.
2020/09/23 10:18:45.428 [TRACE] [UMS.Areas.Identity.Pages.Account.LoginModel] [test1@gmail.com] Login.cshtml.cs:114 | End login on get.
2020/09/23 10:18:45.449 [TRACE] [UMS.Data.AuthDbContext]  Index:AuthDbContext.cs:28 | Start Auth Database Context.
2020/09/23 10:18:45.449 [TRACE] [UMS.Controllers.HomeController] [test1@gmail.com] Index:HomeController.cs:37 | NLog injected into HomeController.
2020/09/23 10:18:45.449 [TRACE] [UMS.Controllers.HomeController] [test1@gmail.com] Index:HomeController.cs:39 | User manager injected into HomeController.
2020/09/23 10:18:45.449 [TRACE] [UMS.Controllers.HomeController] [test1@gmail.com] Index:HomeController.cs:40 | Start HomeController Constructor.
2020/09/23 10:18:45.449 [TRACE] [UMS.Controllers.HomeController] [test1@gmail.com] Index:HomeController.cs:59 | Start Index.
2020/09/23 10:18:45.449 [INFO] [UMS.Controllers.HomeController] [test1@gmail.com] Index:HomeController.cs:60 | Welcome test1@gmail.com to UMS.
2020/09/23 10:18:45.461 [TRACE] [UMS.Controllers.HomeController] [test1@gmail.com] Index:HomeController.cs:65 | Find first value from user.
2020/09/23 10:18:45.461 [TRACE] [UMS.Controllers.HomeController] [test1@gmail.com] Index:HomeController.cs:68 | End Index.
2020/09/23 10:20:04.191 [TRACE] [UMS.Program]  Program.cs:27 | Starting Program.
2020/09/23 10:20:05.201 [INFO] [Microsoft.Hosting.Lifetime]   | Application started. Press Ctrl+C to shut down.
2020/09/23 10:20:05.422 [INFO] [Microsoft.Hosting.Lifetime]   | Hosting environment: Development
2020/09/23 10:20:05.426 [INFO] [Microsoft.Hosting.Lifetime]   | Content root path: C:\Users\Namchok\Desktop\สหกิจ\ums\UMS
2020/09/23 10:20:05.426 [TRACE] [UMS.Data.AuthDbContext]  Index:AuthDbContext.cs:28 | Start Auth Database Context.
2020/09/23 10:20:05.475 [TRACE] [UMS.Controllers.HomeController] [test1@gmail.com] Index:HomeController.cs:37 | NLog injected into HomeController.
2020/09/23 10:20:05.475 [TRACE] [UMS.Controllers.HomeController] [test1@gmail.com] Index:HomeController.cs:39 | User manager injected into HomeController.
2020/09/23 10:20:05.475 [TRACE] [UMS.Controllers.HomeController] [test1@gmail.com] Index:HomeController.cs:40 | Start HomeController Constructor.
2020/09/23 10:20:05.475 [TRACE] [UMS.Controllers.HomeController] [test1@gmail.com] Index:HomeController.cs:59 | Start Index.
2020/09/23 10:20:05.475 [INFO] [UMS.Controllers.HomeController] [test1@gmail.com] Index:HomeController.cs:60 | Welcome test1@gmail.com to UMS.
2020/09/23 10:20:05.475 [TRACE] [UMS.Controllers.HomeController] [test1@gmail.com] Index:HomeController.cs:65 | Find first value from user.
2020/09/23 10:20:05.490 [TRACE] [UMS.Controllers.HomeController] [test1@gmail.com] Index:HomeController.cs:68 | End Index.
2020/09/23 10:22:20.212 [TRACE] [UMS.Program]  Program.cs:27 | Starting Program.
2020/09/23 10:22:21.308 [INFO] [Microsoft.Hosting.Lifetime]   | Application started. Press Ctrl+C to shut down.
2020/09/23 10:22:21.543 [TRACE] [UMS.Data.AuthDbContext]  Index:AuthDbContext.cs:28 | Start Auth Database Context.
2020/09/23 10:22:21.543 [INFO] [Microsoft.Hosting.Lifetime]   | Hosting environment: Development
2020/09/23 10:22:21.555 [INFO] [Microsoft.Hosting.Lifetime]   | Content root path: C:\Users\Namchok\Desktop\สหกิจ\ums\UMS
2020/09/23 10:22:21.588 [TRACE] [UMS.Controllers.HomeController] [test1@gmail.com] Index:HomeController.cs:37 | NLog injected into HomeController.
2020/09/23 10:22:21.588 [TRACE] [UMS.Controllers.HomeController] [test1@gmail.com] Index:HomeController.cs:39 | User manager injected into HomeController.
2020/09/23 10:22:21.588 [TRACE] [UMS.Controllers.HomeController] [test1@gmail.com] Index:HomeController.cs:40 | Start HomeController Constructor.
2020/09/23 10:22:21.588 [TRACE] [UMS.Controllers.HomeController] [test1@gmail.com] Index:HomeController.cs:59 | Start Index.
2020/09/23 10:22:21.588 [INFO] [UMS.Controllers.HomeController] [test1@gmail.com] Index:HomeController.cs:60 | Welcome test1@gmail.com to UMS.
2020/09/23 10:22:21.603 [TRACE] [UMS.Controllers.HomeController] [test1@gmail.com] Index:HomeController.cs:65 | Find first value from user.
2020/09/23 10:22:21.603 [TRACE] [UMS.Controllers.HomeController] [test1@gmail.com] Index:HomeController.cs:68 | End Index.
2020/09/23 10:22:21.767 [TRACE] [UMS.Data.AuthDbContext]  Index:AuthDbContext.cs:28 | Start Auth Database Context.
2020/09/23 10:22:21.787 [TRACE] [UMS.Controllers.HomeController] [test1@gmail.com] Index:HomeController.cs:37 | NLog injected into HomeController.
2020/09/23 10:22:21.787 [TRACE] [UMS.Controllers.HomeController] [test1@gmail.com] Index:HomeController.cs:39 | User manager injected into HomeController.
2020/09/23 10:22:21.787 [TRACE] [UMS.Controllers.HomeController] [test1@gmail.com] Index:HomeController.cs:40 | Start HomeController Constructor.
2020/09/23 10:22:21.787 [TRACE] [UMS.Controllers.HomeController] [test1@gmail.com] Index:HomeController.cs:59 | Start Index.
2020/09/23 10:22:21.787 [INFO] [UMS.Controllers.HomeController] [test1@gmail.com] Index:HomeController.cs:60 | Welcome test1@gmail.com to UMS.
2020/09/23 10:22:21.805 [TRACE] [UMS.Controllers.HomeController] [test1@gmail.com] Index:HomeController.cs:65 | Find first value from user.
2020/09/23 10:22:21.805 [TRACE] [UMS.Controllers.HomeController] [test1@gmail.com] Index:HomeController.cs:68 | End Index.
2020/09/23 10:22:31.126 [TRACE] [UMS.Data.AuthDbContext]  AuthDbContext.cs:28 | Start Auth Database Context.
2020/09/23 10:22:31.139 [DEBUG] [UMS.Models.EditAccountContext]  EditAccountContext.cs:24 | Start Edit Account Context.
2020/09/23 10:22:31.139 [DEBUG] [UMS.Models.AccountContext]  AccountContext.cs:24 | Start Account Context.
2020/09/23 10:22:31.148 [TRACE] [UMS.Controllers.ManageUserController]  ManageUserController.cs:44 | NLog injected into EditProfileController.
2020/09/23 10:22:31.148 [TRACE] [UMS.Controllers.ManageUserController]  ManageUserController.cs:46 | Account Context injected into EditProfileController.
2020/09/23 10:22:31.148 [TRACE] [UMS.Controllers.ManageUserController]  ManageUserController.cs:48 | Edit Profile Context injected into EditProfileController.
2020/09/23 10:22:31.148 [TRACE] [UMS.Controllers.ManageUserController]  ManageUserController.cs:50 | Sign In Manager injected into EditProfileController.
2020/09/23 10:22:31.148 [TRACE] [UMS.Controllers.ManageUserController]  ManageUserController.cs:51 | Start EditProfileController Constructor.
2020/09/23 10:22:31.148 [DEBUG] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:46 | Starting Login model.
2020/09/23 10:22:31.174 [TRACE] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:97 | Start login on get.
2020/09/23 10:22:31.174 [TRACE] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:109 | Signing out.
2020/09/23 10:22:31.180 [DEBUG] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:111 | Getting external authentication scheme.
2020/09/23 10:22:31.180 [TRACE] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:114 | End login on get.
2020/09/23 10:23:29.915 [TRACE] [UMS.Data.AuthDbContext]  AuthDbContext.cs:28 | Start Auth Database Context.
2020/09/23 10:23:29.915 [DEBUG] [UMS.Models.EditAccountContext]  EditAccountContext.cs:24 | Start Edit Account Context.
2020/09/23 10:23:29.915 [DEBUG] [UMS.Models.AccountContext]  AccountContext.cs:24 | Start Account Context.
2020/09/23 10:23:29.935 [TRACE] [UMS.Controllers.ManageUserController]  ManageUserController.cs:44 | NLog injected into EditProfileController.
2020/09/23 10:23:29.935 [TRACE] [UMS.Controllers.ManageUserController]  ManageUserController.cs:46 | Account Context injected into EditProfileController.
2020/09/23 10:23:29.935 [TRACE] [UMS.Controllers.ManageUserController]  ManageUserController.cs:48 | Edit Profile Context injected into EditProfileController.
2020/09/23 10:23:29.935 [TRACE] [UMS.Controllers.ManageUserController]  ManageUserController.cs:50 | Sign In Manager injected into EditProfileController.
2020/09/23 10:23:29.935 [TRACE] [UMS.Controllers.ManageUserController]  ManageUserController.cs:51 | Start EditProfileController Constructor.
2020/09/23 10:23:29.943 [DEBUG] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:46 | Starting Login model.
2020/09/23 10:23:29.959 [TRACE] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:134 | Start login on post.
2020/09/23 10:23:29.959 [TRACE] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:138 | Signing in with password.
2020/09/23 10:23:30.269 [TRACE] [UMS.Data.AuthDbContext]  AuthDbContext.cs:76 | Creating applications user models.
2020/09/23 10:23:30.273 [TRACE] [UMS.Data.AuthDbContext]  AuthDbContext.cs:84 | Creating Identity models.
2020/09/23 10:23:30.273 [TRACE] [UMS.Data.AuthDbContext]  AuthDbContext.cs:108 | Creating log models.
2020/09/23 10:23:30.273 [TRACE] [UMS.Data.AuthDbContext]  AuthDbContext.cs:110 | End creating on model.
2020/09/23 10:23:31.052 [INFO] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:142 | User logged in.
2020/09/23 10:23:31.069 [TRACE] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:149 | End login on post.
2020/09/23 10:23:31.084 [TRACE] [UMS.Data.AuthDbContext]  Index:AuthDbContext.cs:28 | Start Auth Database Context.
2020/09/23 10:23:31.084 [TRACE] [UMS.Controllers.HomeController] [usermanagement2020@gmail.com] Index:HomeController.cs:37 | NLog injected into HomeController.
2020/09/23 10:23:31.084 [TRACE] [UMS.Controllers.HomeController] [usermanagement2020@gmail.com] Index:HomeController.cs:39 | User manager injected into HomeController.
2020/09/23 10:23:31.084 [TRACE] [UMS.Controllers.HomeController] [usermanagement2020@gmail.com] Index:HomeController.cs:40 | Start HomeController Constructor.
2020/09/23 10:23:31.084 [TRACE] [UMS.Controllers.HomeController] [usermanagement2020@gmail.com] Index:HomeController.cs:59 | Start Index.
2020/09/23 10:23:31.084 [INFO] [UMS.Controllers.HomeController] [usermanagement2020@gmail.com] Index:HomeController.cs:60 | Welcome usermanagement2020@gmail.com to UMS.
2020/09/23 10:23:31.084 [TRACE] [UMS.Controllers.HomeController] [usermanagement2020@gmail.com] Index:HomeController.cs:65 | Find first value from user.
2020/09/23 10:23:31.084 [TRACE] [UMS.Controllers.HomeController] [usermanagement2020@gmail.com] Index:HomeController.cs:68 | End Index.
2020/09/23 10:23:43.360 [TRACE] [UMS.Data.AuthDbContext]  AuthDbContext.cs:28 | Start Auth Database Context.
2020/09/23 10:23:43.367 [DEBUG] [UMS.Models.EditAccountContext]  EditAccountContext.cs:24 | Start Edit Account Context.
2020/09/23 10:23:43.367 [DEBUG] [UMS.Models.AccountContext]  AccountContext.cs:24 | Start Account Context.
2020/09/23 10:23:43.367 [TRACE] [UMS.Controllers.ManageUserController]  ManageUserController.cs:44 | NLog injected into EditProfileController.
2020/09/23 10:23:43.367 [TRACE] [UMS.Controllers.ManageUserController]  ManageUserController.cs:46 | Account Context injected into EditProfileController.
2020/09/23 10:23:43.380 [TRACE] [UMS.Controllers.ManageUserController]  ManageUserController.cs:48 | Edit Profile Context injected into EditProfileController.
2020/09/23 10:23:43.380 [TRACE] [UMS.Controllers.ManageUserController]  ManageUserController.cs:50 | Sign In Manager injected into EditProfileController.
2020/09/23 10:23:43.380 [TRACE] [UMS.Controllers.ManageUserController]  ManageUserController.cs:51 | Start EditProfileController Constructor.
2020/09/23 10:23:43.380 [DEBUG] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:46 | Starting Login model.
2020/09/23 10:23:43.380 [TRACE] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:97 | Start login on get.
2020/09/23 10:23:43.380 [TRACE] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:109 | Signing out.
2020/09/23 10:23:43.395 [DEBUG] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:111 | Getting external authentication scheme.
2020/09/23 10:23:43.395 [TRACE] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:114 | End login on get.
2020/09/23 10:28:28.684 [TRACE] [UMS.Program]  Program.cs:27 | Starting Program.
2020/09/23 10:28:29.899 [INFO] [Microsoft.Hosting.Lifetime]   | Application started. Press Ctrl+C to shut down.
2020/09/23 10:28:30.011 [ERROR] [Microsoft.AspNetCore.Diagnostics.DeveloperExceptionPageMiddleware]  Index: | An unhandled exception has occurred while executing the request.Microsoft.Extensions.Options.OptionsValidationException: Cookie.Expiration is ignored, use ExpireTimeSpan instead.
   at Microsoft.Extensions.Options.OptionsFactory`1.Create(String name)
   at Microsoft.Extensions.Options.OptionsMonitor`1.<>c__DisplayClass11_0.<Get>b__0()
   at System.Lazy`1.ViaFactory(LazyThreadSafetyMode mode)
   at System.Lazy`1.ExecutionAndPublication(LazyHelper executionAndPublication, Boolean useDefaultConstructor)
   at System.Lazy`1.CreateValue()
   at System.Lazy`1.get_Value()
   at Microsoft.Extensions.Options.OptionsCache`1.GetOrAdd(String name, Func`1 createOptions)
   at Microsoft.Extensions.Options.OptionsMonitor`1.Get(String name)
   at Microsoft.AspNetCore.Authentication.AuthenticationHandler`1.InitializeAsync(AuthenticationScheme scheme, HttpContext context)
   at Microsoft.AspNetCore.Authentication.AuthenticationHandlerProvider.GetHandlerAsync(HttpContext context, String authenticationScheme)
   at Microsoft.AspNetCore.Authentication.AuthenticationService.AuthenticateAsync(HttpContext context, String scheme)
   at Microsoft.AspNetCore.Authentication.AuthenticationMiddleware.Invoke(HttpContext context)
   at Microsoft.AspNetCore.Diagnostics.DeveloperExceptionPageMiddleware.Invoke(HttpContext context)
2020/09/23 10:28:30.112 [INFO] [Microsoft.Hosting.Lifetime]   | Hosting environment: Development
2020/09/23 10:28:30.117 [INFO] [Microsoft.Hosting.Lifetime]   | Content root path: C:\Users\Namchok\Desktop\สหกิจ\ums\UMS
2020/09/23 10:29:13.333 [TRACE] [UMS.Program]  Program.cs:27 | Starting Program.
2020/09/23 10:29:14.372 [INFO] [Microsoft.Hosting.Lifetime]   | Application started. Press Ctrl+C to shut down.
2020/09/23 10:29:14.623 [INFO] [Microsoft.Hosting.Lifetime]   | Hosting environment: Development
2020/09/23 10:29:14.623 [INFO] [Microsoft.Hosting.Lifetime]   | Content root path: C:\Users\Namchok\Desktop\สหกิจ\ums\UMS
2020/09/23 10:38:43.638 [TRACE] [UMS.Program]  Program.cs:27 | Starting Program.
2020/09/23 10:38:44.730 [INFO] [Microsoft.Hosting.Lifetime]   | Application started. Press Ctrl+C to shut down.
2020/09/23 10:38:44.999 [INFO] [Microsoft.Hosting.Lifetime]   | Hosting environment: Development
2020/09/23 10:38:45.007 [INFO] [Microsoft.Hosting.Lifetime]   | Content root path: C:\Users\Namchok\Desktop\สหกิจ\ums\UMS
2020/09/23 10:38:59.534 [TRACE] [UMS.Program]  Program.cs:27 | Starting Program.
2020/09/23 10:39:00.599 [INFO] [Microsoft.Hosting.Lifetime]   | Application started. Press Ctrl+C to shut down.
2020/09/23 10:39:00.803 [INFO] [Microsoft.Hosting.Lifetime]   | Hosting environment: Development
2020/09/23 10:39:00.803 [INFO] [Microsoft.Hosting.Lifetime]   | Content root path: C:\Users\Namchok\Desktop\สหกิจ\ums\UMS
2020/09/23 10:39:00.803 [TRACE] [UMS.Data.AuthDbContext]  Index:AuthDbContext.cs:28 | Start Auth Database Context.
2020/09/23 10:39:00.843 [TRACE] [UMS.Controllers.HomeController] [test1@gmail.com] Index:HomeController.cs:37 | NLog injected into HomeController.
2020/09/23 10:39:00.843 [TRACE] [UMS.Controllers.HomeController] [test1@gmail.com] Index:HomeController.cs:39 | User manager injected into HomeController.
2020/09/23 10:39:00.843 [TRACE] [UMS.Controllers.HomeController] [test1@gmail.com] Index:HomeController.cs:40 | Start HomeController Constructor.
2020/09/23 10:39:00.849 [TRACE] [UMS.Controllers.HomeController] [test1@gmail.com] Index:HomeController.cs:59 | Start Index.
2020/09/23 10:39:00.849 [INFO] [UMS.Controllers.HomeController] [test1@gmail.com] Index:HomeController.cs:60 | Welcome test1@gmail.com to UMS.
2020/09/23 10:39:00.849 [TRACE] [UMS.Controllers.HomeController] [test1@gmail.com] Index:HomeController.cs:65 | Find first value from user.
2020/09/23 10:39:00.849 [TRACE] [UMS.Controllers.HomeController] [test1@gmail.com] Index:HomeController.cs:68 | End Index.
2020/09/23 10:39:06.022 [TRACE] [UMS.Data.AuthDbContext]  AuthDbContext.cs:28 | Start Auth Database Context.
2020/09/23 10:39:06.053 [DEBUG] [UMS.Areas.Identity.Pages.Account.LogoutModel] [test1@gmail.com] Logout.cshtml.cs:30 | Starting Log out model.
2020/09/23 10:39:06.076 [TRACE] [UMS.Areas.Identity.Pages.Account.LogoutModel] [test1@gmail.com] Logout.cshtml.cs:47 | Start Log out model On Post.
2020/09/23 10:39:06.076 [TRACE] [UMS.Areas.Identity.Pages.Account.LogoutModel] [test1@gmail.com] Logout.cshtml.cs:48 | Signing out.
2020/09/23 10:39:06.084 [INFO] [UMS.Areas.Identity.Pages.Account.LogoutModel] [test1@gmail.com] Logout.cshtml.cs:51 | User logged out.
2020/09/23 10:39:06.084 [TRACE] [UMS.Areas.Identity.Pages.Account.LogoutModel] [test1@gmail.com] Logout.cshtml.cs:54 | End Log out model On Post.
2020/09/23 10:39:06.122 [TRACE] [UMS.Data.AuthDbContext]  AuthDbContext.cs:28 | Start Auth Database Context.
2020/09/23 10:39:06.131 [DEBUG] [UMS.Models.EditAccountContext]  EditAccountContext.cs:24 | Start Edit Account Context.
