############################################## User Management System log ##############################################
2020/09/21 09:30:08.452 [TRACE] [UMS.Program]  Program.cs:27 | Starting Program.
2020/09/21 09:40:25.264 [TRACE] [UMS.Areas.Identity.Pages.Account.LogoutModel] [usermanagement2020@gmail.com] Logout.cshtml.cs:53 | End Log out model On Post.
2020/09/21 09:40:25.286 [TRACE] [UMS.Data.AuthDbContext]  AuthDbContext.cs:28 | Start Auth Database Context.
2020/09/21 09:40:25.286 [DEBUG] [UMS.Models.EditAccountContext]  EditAccountContext.cs:24 | Start Edit Account Context.
2020/09/21 09:40:25.286 [DEBUG] [UMS.Models.AccountContext]  AccountContext.cs:24 | Start Account Context.
2020/09/21 09:40:25.300 [TRACE] [UMS.Controllers.ManageUserController]  ManageUserController.cs:44 | NLog injected into EditProfileController.
2020/09/21 09:40:25.300 [TRACE] [UMS.Controllers.ManageUserController]  ManageUserController.cs:46 | Account Context injected into EditProfileController.
2020/09/21 09:40:25.300 [TRACE] [UMS.Controllers.ManageUserController]  ManageUserController.cs:48 | Edit Profile Context injected into EditProfileController.
2020/09/21 09:40:25.300 [TRACE] [UMS.Controllers.ManageUserController]  ManageUserController.cs:50 | Sign In Manager injected into EditProfileController.
2020/09/21 09:40:25.300 [TRACE] [UMS.Controllers.ManageUserController]  ManageUserController.cs:51 | Start EditProfileController Constructor.
2020/09/21 09:40:25.300 [DEBUG] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:46 | Starting Login model.
2020/09/21 09:40:25.317 [TRACE] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:97 | Start login on get.
2020/09/21 09:40:25.317 [TRACE] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:109 | Signing out.
2020/09/21 09:40:25.317 [DEBUG] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:111 | Getting external authentication scheme.
2020/09/21 09:40:25.317 [TRACE] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:114 | End login on get.
2020/09/21 09:40:36.570 [TRACE] [UMS.Data.AuthDbContext]  MicrosoftLogin:AuthDbContext.cs:28 | Start Auth Database Context.
2020/09/21 09:40:36.570 [DEBUG] [UMS.Models.AccountContext]  MicrosoftLogin:AccountContext.cs:24 | Start Account Context.
2020/09/21 09:40:36.615 [DEBUG] [UMS.Models.EditAccountContext]  MicrosoftLogin:EditAccountContext.cs:24 | Start Edit Account Context.
2020/09/21 09:40:36.681 [TRACE] [UMS.Controllers.ManageUserController]  MicrosoftLogin:ManageUserController.cs:44 | NLog injected into EditProfileController.
2020/09/21 09:40:36.695 [TRACE] [UMS.Controllers.ManageUserController]  MicrosoftLogin:ManageUserController.cs:46 | Account Context injected into EditProfileController.
2020/09/21 09:40:36.695 [TRACE] [UMS.Controllers.ManageUserController]  MicrosoftLogin:ManageUserController.cs:48 | Edit Profile Context injected into EditProfileController.
2020/09/21 09:40:36.695 [TRACE] [UMS.Controllers.ManageUserController]  MicrosoftLogin:ManageUserController.cs:50 | Sign In Manager injected into EditProfileController.
2020/09/21 09:40:36.695 [TRACE] [UMS.Controllers.ManageUserController]  MicrosoftLogin:ManageUserController.cs:51 | Start EditProfileController Constructor.
2020/09/21 09:40:36.705 [TRACE] [UMS.Controllers.AccountController]  MicrosoftLogin:AccountController.cs:43 | Start AccountController Constructor.
2020/09/21 09:40:36.705 [TRACE] [UMS.Controllers.AccountController]  MicrosoftLogin:AccountController.cs:429 | Start Microsoft Login.
2020/09/21 09:40:36.705 [DEBUG] [UMS.Controllers.AccountController]  MicrosoftLogin:AccountController.cs:431 | Getting properties from Microsoft.
2020/09/21 09:40:36.722 [TRACE] [UMS.Controllers.AccountController]  MicrosoftLogin:AccountController.cs:433 | End Microsoft Login.
2020/09/21 09:41:53.856 [TRACE] [UMS.Data.AuthDbContext]  MicrosoftResponse:AuthDbContext.cs:28 | Start Auth Database Context.
2020/09/21 09:41:53.856 [DEBUG] [UMS.Models.AccountContext]  MicrosoftResponse:AccountContext.cs:24 | Start Account Context.
2020/09/21 09:41:53.886 [DEBUG] [UMS.Models.EditAccountContext]  MicrosoftResponse:EditAccountContext.cs:24 | Start Edit Account Context.
2020/09/21 09:41:53.893 [TRACE] [UMS.Controllers.ManageUserController]  MicrosoftResponse:ManageUserController.cs:44 | NLog injected into EditProfileController.
2020/09/21 09:41:53.893 [TRACE] [UMS.Controllers.ManageUserController]  MicrosoftResponse:ManageUserController.cs:46 | Account Context injected into EditProfileController.
2020/09/21 09:41:53.893 [TRACE] [UMS.Controllers.ManageUserController]  MicrosoftResponse:ManageUserController.cs:48 | Edit Profile Context injected into EditProfileController.
2020/09/21 09:41:53.893 [TRACE] [UMS.Controllers.ManageUserController]  MicrosoftResponse:ManageUserController.cs:50 | Sign In Manager injected into EditProfileController.
2020/09/21 09:41:53.893 [TRACE] [UMS.Controllers.ManageUserController]  MicrosoftResponse:ManageUserController.cs:51 | Start EditProfileController Constructor.
2020/09/21 09:41:53.893 [TRACE] [UMS.Controllers.AccountController]  MicrosoftResponse:AccountController.cs:43 | Start AccountController Constructor.
2020/09/21 09:41:53.908 [TRACE] [UMS.Controllers.AccountController]  MicrosoftResponse:AccountController.cs:455 | Start Microsoft Response.
2020/09/21 09:41:53.908 [DEBUG] [UMS.Controllers.AccountController]  MicrosoftResponse:AccountController.cs:457 | Get external login.
2020/09/21 09:41:53.908 [DEBUG] [UMS.Controllers.AccountController]  MicrosoftResponse:AccountController.cs:464 | Getting External login and sign in.
2020/09/21 09:41:53.936 [DEBUG] [UMS.Controllers.AccountController]  MicrosoftResponse:AccountController.cs:466 | Result: Succeeded
2020/09/21 09:41:53.947 [TRACE] [UMS.Controllers.AccountController]  MicrosoftResponse:AccountController.cs:467 | Creating user info object.
2020/09/21 09:41:53.947 [TRACE] [UMS.Controllers.ManageUserController]  MicrosoftResponse:ManageUserController.cs:309 | Start Get status user.
2020/09/21 09:41:53.947 [TRACE] [UMS.Controllers.ManageUserController]  MicrosoftResponse:ManageUserController.cs:319 | Executing sql stored procedure (EXEC @paramout_status=[dbo].ums_Get_status_user '60160097@my.buu.ac.th').
2020/09/21 09:41:53.947 [TRACE] [UMS.Controllers.ManageUserController]  MicrosoftResponse:ManageUserController.cs:327 | End Get status user.
2020/09/21 09:41:53.956 [INFO] [UMS.Controllers.AccountController]  MicrosoftResponse:AccountController.cs:479 | login Successfully.
2020/09/21 09:41:53.956 [TRACE] [UMS.Controllers.AccountController]  MicrosoftResponse:AccountController.cs:480 | End Microsoft Response.
2020/09/21 09:41:53.970 [TRACE] [UMS.Data.AuthDbContext]  Index:AuthDbContext.cs:28 | Start Auth Database Context.
2020/09/21 09:41:53.970 [TRACE] [UMS.Controllers.HomeController] [60160097@my.buu.ac.th] Index:HomeController.cs:37 | NLog injected into HomeController.
2020/09/21 09:41:53.970 [TRACE] [UMS.Controllers.HomeController] [60160097@my.buu.ac.th] Index:HomeController.cs:39 | User manager injected into HomeController.
2020/09/21 09:41:53.970 [TRACE] [UMS.Controllers.HomeController] [60160097@my.buu.ac.th] Index:HomeController.cs:40 | Start HomeController Constructor.
2020/09/21 09:41:53.970 [TRACE] [UMS.Controllers.HomeController] [60160097@my.buu.ac.th] Index:HomeController.cs:59 | Start Index.
2020/09/21 09:41:53.970 [INFO] [UMS.Controllers.HomeController] [60160097@my.buu.ac.th] Index:HomeController.cs:60 | Welcome 60160097@my.buu.ac.th to UMS.
2020/09/21 09:41:53.970 [TRACE] [UMS.Controllers.HomeController] [60160097@my.buu.ac.th] Index:HomeController.cs:65 | Find first value from user.
2020/09/21 09:41:53.970 [TRACE] [UMS.Controllers.HomeController] [60160097@my.buu.ac.th] Index:HomeController.cs:68 | End Index.
2020/09/21 09:41:56.181 [TRACE] [UMS.Data.AuthDbContext]  Index:AuthDbContext.cs:28 | Start Auth Database Context.
2020/09/21 09:41:56.181 [TRACE] [UMS.Models.EditProfileContext] [60160097@my.buu.ac.th] Index:EditProfileContext.cs:24 | Start Edit Profile Context.
2020/09/21 09:41:56.181 [TRACE] [UMS.Controllers.EditProfileController] [60160097@my.buu.ac.th] Index:EditProfileController.cs:40 | NLog injected into EditProfileController.
2020/09/21 09:41:56.190 [TRACE] [UMS.Controllers.EditProfileController] [60160097@my.buu.ac.th] Index:EditProfileController.cs:42 | Edit Profile Context injected into EditProfileController.
2020/09/21 09:41:56.190 [TRACE] [UMS.Controllers.EditProfileController] [60160097@my.buu.ac.th] Index:EditProfileController.cs:44 | Sign In Manager injected into EditProfileController.
2020/09/21 09:41:56.190 [TRACE] [UMS.Controllers.EditProfileController] [60160097@my.buu.ac.th] Index:EditProfileController.cs:45 | Start EditProfile Controller Constructor.
2020/09/21 09:41:56.190 [TRACE] [UMS.Controllers.EditProfileController] [60160097@my.buu.ac.th] Index:EditProfileController.cs:64 | Start Index
2020/09/21 09:41:56.210 [DEBUG] [UMS.Controllers.EditProfileController] [60160097@my.buu.ac.th] Index:EditProfileController.cs:70 | Get user by ID.
2020/09/21 09:41:56.235 [TRACE] [UMS.Controllers.EditProfileController] [60160097@my.buu.ac.th] Index:EditProfileController.cs:72 | End Index
2020/09/21 09:42:04.317 [TRACE] [UMS.Data.AuthDbContext]  AuthDbContext.cs:28 | Start Auth Database Context.
2020/09/21 09:42:04.317 [DEBUG] [UMS.Areas.Identity.Pages.Account.LogoutModel] [60160097@my.buu.ac.th] Logout.cshtml.cs:30 | Starting Log out model.
2020/09/21 09:42:04.368 [TRACE] [UMS.Areas.Identity.Pages.Account.LogoutModel] [60160097@my.buu.ac.th] Logout.cshtml.cs:47 | Start Log out model On Post.
2020/09/21 09:42:04.368 [TRACE] [UMS.Areas.Identity.Pages.Account.LogoutModel] [60160097@my.buu.ac.th] Logout.cshtml.cs:48 | Signing out.
2020/09/21 09:42:04.368 [INFO] [UMS.Areas.Identity.Pages.Account.LogoutModel] [60160097@my.buu.ac.th] Logout.cshtml.cs:50 | User logged out.
2020/09/21 09:42:04.562 [TRACE] [UMS.Areas.Identity.Pages.Account.LogoutModel] [60160097@my.buu.ac.th] Logout.cshtml.cs:53 | End Log out model On Post.
2020/09/21 09:42:04.634 [TRACE] [UMS.Data.AuthDbContext]  AuthDbContext.cs:28 | Start Auth Database Context.
2020/09/21 09:42:04.634 [DEBUG] [UMS.Models.EditAccountContext]  EditAccountContext.cs:24 | Start Edit Account Context.
2020/09/21 09:42:04.704 [DEBUG] [UMS.Models.AccountContext]  AccountContext.cs:24 | Start Account Context.
2020/09/21 09:42:04.762 [TRACE] [UMS.Controllers.ManageUserController]  ManageUserController.cs:44 | NLog injected into EditProfileController.
2020/09/21 09:42:04.762 [TRACE] [UMS.Controllers.ManageUserController]  ManageUserController.cs:46 | Account Context injected into EditProfileController.
2020/09/21 09:42:04.762 [TRACE] [UMS.Controllers.ManageUserController]  ManageUserController.cs:48 | Edit Profile Context injected into EditProfileController.
2020/09/21 09:42:04.762 [TRACE] [UMS.Controllers.ManageUserController]  ManageUserController.cs:50 | Sign In Manager injected into EditProfileController.
2020/09/21 09:42:04.771 [TRACE] [UMS.Controllers.ManageUserController]  ManageUserController.cs:51 | Start EditProfileController Constructor.
2020/09/21 09:42:04.771 [DEBUG] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:46 | Starting Login model.
2020/09/21 09:42:04.863 [TRACE] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:97 | Start login on get.
2020/09/21 09:42:04.863 [TRACE] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:109 | Signing out.
2020/09/21 09:42:04.863 [DEBUG] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:111 | Getting external authentication scheme.
2020/09/21 09:42:04.974 [TRACE] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:114 | End login on get.
2020/09/21 09:42:06.773 [TRACE] [UMS.Data.AuthDbContext]  AuthDbContext.cs:28 | Start Auth Database Context.
2020/09/21 09:42:06.773 [TRACE] [UMS.Models.EditProfileContext]  EditProfileContext.cs:24 | Start Edit Profile Context.
2020/09/21 09:42:06.784 [TRACE] [EmailService.EmailSender]  EmailSender.cs:37 | Start Email sender.
2020/09/21 09:42:06.784 [DEBUG] [UMS.Areas.Identity.Pages.Account.ForgotPasswordModel]  ForgotPassword.cshtml.cs:44 | Start Forgot Password model.
2020/09/21 09:42:15.509 [DEBUG] [UMS.Models.AccountContext]  CheckUserExist:AccountContext.cs:24 | Start Account Context.
2020/09/21 09:42:15.522 [DEBUG] [UMS.Models.EditAccountContext]  CheckUserExist:EditAccountContext.cs:24 | Start Edit Account Context.
2020/09/21 09:42:15.522 [TRACE] [UMS.Data.AuthDbContext]  CheckUserExist:AuthDbContext.cs:28 | Start Auth Database Context.
2020/09/21 09:42:15.522 [TRACE] [UMS.Controllers.ManageUserController]  CheckUserExist:ManageUserController.cs:44 | NLog injected into EditProfileController.
2020/09/21 09:42:15.557 [TRACE] [UMS.Controllers.ManageUserController]  CheckUserExist:ManageUserController.cs:46 | Account Context injected into EditProfileController.
2020/09/21 09:42:15.557 [TRACE] [UMS.Controllers.ManageUserController]  CheckUserExist:ManageUserController.cs:48 | Edit Profile Context injected into EditProfileController.
2020/09/21 09:42:15.557 [TRACE] [UMS.Controllers.ManageUserController]  CheckUserExist:ManageUserController.cs:50 | Sign In Manager injected into EditProfileController.
2020/09/21 09:42:15.557 [TRACE] [UMS.Controllers.ManageUserController]  CheckUserExist:ManageUserController.cs:51 | Start EditProfileController Constructor.
2020/09/21 09:42:15.564 [TRACE] [UMS.Controllers.ManageUserController]  CheckUserExist:ManageUserController.cs:262 | Start check user is exist.
2020/09/21 09:42:15.564 [DEBUG] [UMS.Controllers.ManageUserController]  CheckUserExist:ManageUserController.cs:270 | Check user is exist.
2020/09/21 09:42:15.564 [DEBUG] [UMS.Controllers.ManageUserController]  CheckUserExist:ManageUserController.cs:277 | Save changes: Check user is exist.
2020/09/21 09:42:15.582 [TRACE] [UMS.Controllers.ManageUserController]  CheckUserExist:ManageUserController.cs:278 | Query succeeded.
2020/09/21 09:42:15.582 [TRACE] [UMS.Controllers.ManageUserController]  CheckUserExist:ManageUserController.cs:286 | User is exist 1 items.
2020/09/21 09:42:15.582 [TRACE] [UMS.Controllers.ManageUserController]  CheckUserExist:ManageUserController.cs:287 | End check user is exist.
2020/09/21 09:42:15.608 [DEBUG] [UMS.Models.AccountContext]  CheckUserExist:AccountContext.cs:24 | Start Account Context.
2020/09/21 09:42:15.618 [DEBUG] [UMS.Models.EditAccountContext]  CheckUserExist:EditAccountContext.cs:24 | Start Edit Account Context.
2020/09/21 09:42:15.618 [TRACE] [UMS.Data.AuthDbContext]  CheckUserExist:AuthDbContext.cs:28 | Start Auth Database Context.
2020/09/21 09:42:15.618 [TRACE] [UMS.Controllers.ManageUserController]  CheckUserExist:ManageUserController.cs:44 | NLog injected into EditProfileController.
2020/09/21 09:42:15.618 [TRACE] [UMS.Controllers.ManageUserController]  CheckUserExist:ManageUserController.cs:46 | Account Context injected into EditProfileController.
2020/09/21 09:42:15.628 [TRACE] [UMS.Controllers.ManageUserController]  CheckUserExist:ManageUserController.cs:48 | Edit Profile Context injected into EditProfileController.
2020/09/21 09:42:15.628 [TRACE] [UMS.Controllers.ManageUserController]  CheckUserExist:ManageUserController.cs:50 | Sign In Manager injected into EditProfileController.
2020/09/21 09:42:15.628 [TRACE] [UMS.Controllers.ManageUserController]  CheckUserExist:ManageUserController.cs:51 | Start EditProfileController Constructor.
2020/09/21 09:42:15.628 [TRACE] [UMS.Controllers.ManageUserController]  CheckUserExist:ManageUserController.cs:262 | Start check user is exist.
2020/09/21 09:42:15.628 [DEBUG] [UMS.Controllers.ManageUserController]  CheckUserExist:ManageUserController.cs:270 | Check user is exist.
2020/09/21 09:42:15.848 [DEBUG] [UMS.Controllers.ManageUserController]  CheckUserExist:ManageUserController.cs:277 | Save changes: Check user is exist.
2020/09/21 09:42:15.848 [TRACE] [UMS.Controllers.ManageUserController]  CheckUserExist:ManageUserController.cs:278 | Query succeeded.
2020/09/21 09:42:15.848 [TRACE] [UMS.Controllers.ManageUserController]  CheckUserExist:ManageUserController.cs:286 | User is exist 1 items.
2020/09/21 09:42:15.848 [TRACE] [UMS.Controllers.ManageUserController]  CheckUserExist:ManageUserController.cs:287 | End check user is exist.
2020/09/21 09:42:15.885 [TRACE] [UMS.Data.AuthDbContext]  AuthDbContext.cs:28 | Start Auth Database Context.
2020/09/21 09:42:15.885 [TRACE] [UMS.Models.EditProfileContext]  EditProfileContext.cs:24 | Start Edit Profile Context.
2020/09/21 09:42:15.885 [TRACE] [EmailService.EmailSender]  EmailSender.cs:37 | Start Email sender.
2020/09/21 09:42:15.885 [DEBUG] [UMS.Areas.Identity.Pages.Account.ForgotPasswordModel]  ForgotPassword.cshtml.cs:44 | Start Forgot Password model.
2020/09/21 09:42:15.943 [TRACE] [UMS.Areas.Identity.Pages.Account.ForgotPasswordModel]  ForgotPassword.cshtml.cs:71 | Start forgot password on post.
2020/09/21 09:42:15.943 [DEBUG] [UMS.Areas.Identity.Pages.Account.ForgotPasswordModel]  ForgotPassword.cshtml.cs:75 | Finding user.
2020/09/21 09:42:16.003 [WARN] [UMS.Areas.Identity.Pages.Account.ForgotPasswordModel]  ForgotPassword.cshtml.cs:88 | This user can not change password (Social Account).
2020/09/21 09:42:19.310 [TRACE] [UMS.Data.AuthDbContext]  AuthDbContext.cs:28 | Start Auth Database Context.
2020/09/21 09:42:19.310 [DEBUG] [UMS.Models.EditAccountContext]  EditAccountContext.cs:24 | Start Edit Account Context.
2020/09/21 09:42:19.330 [DEBUG] [UMS.Models.AccountContext]  AccountContext.cs:24 | Start Account Context.
2020/09/21 09:42:19.372 [TRACE] [UMS.Controllers.ManageUserController]  ManageUserController.cs:44 | NLog injected into EditProfileController.
2020/09/21 09:42:19.372 [TRACE] [UMS.Controllers.ManageUserController]  ManageUserController.cs:46 | Account Context injected into EditProfileController.
2020/09/21 09:42:19.372 [TRACE] [UMS.Controllers.ManageUserController]  ManageUserController.cs:48 | Edit Profile Context injected into EditProfileController.
2020/09/21 09:42:19.377 [TRACE] [UMS.Controllers.ManageUserController]  ManageUserController.cs:50 | Sign In Manager injected into EditProfileController.
2020/09/21 09:42:19.377 [TRACE] [UMS.Controllers.ManageUserController]  ManageUserController.cs:51 | Start EditProfileController Constructor.
2020/09/21 09:42:19.377 [DEBUG] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:46 | Starting Login model.
2020/09/21 09:42:19.419 [TRACE] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:97 | Start login on get.
2020/09/21 09:42:19.429 [TRACE] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:109 | Signing out.
2020/09/21 09:42:19.429 [DEBUG] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:111 | Getting external authentication scheme.
2020/09/21 09:42:19.473 [TRACE] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:114 | End login on get.
2020/09/21 09:42:31.310 [TRACE] [UMS.Data.AuthDbContext]  AuthDbContext.cs:28 | Start Auth Database Context.
2020/09/21 09:42:31.310 [DEBUG] [UMS.Models.EditAccountContext]  EditAccountContext.cs:24 | Start Edit Account Context.
2020/09/21 09:42:31.339 [DEBUG] [UMS.Models.AccountContext]  AccountContext.cs:24 | Start Account Context.
2020/09/21 09:42:31.366 [TRACE] [UMS.Controllers.ManageUserController]  ManageUserController.cs:44 | NLog injected into EditProfileController.
2020/09/21 09:42:31.366 [TRACE] [UMS.Controllers.ManageUserController]  ManageUserController.cs:46 | Account Context injected into EditProfileController.
2020/09/21 09:42:31.366 [TRACE] [UMS.Controllers.ManageUserController]  ManageUserController.cs:48 | Edit Profile Context injected into EditProfileController.
2020/09/21 09:42:31.366 [TRACE] [UMS.Controllers.ManageUserController]  ManageUserController.cs:50 | Sign In Manager injected into EditProfileController.
2020/09/21 09:42:31.366 [TRACE] [UMS.Controllers.ManageUserController]  ManageUserController.cs:51 | Start EditProfileController Constructor.
2020/09/21 09:42:31.378 [DEBUG] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:46 | Starting Login model.
2020/09/21 09:42:31.378 [TRACE] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:134 | Start login on post.
2020/09/21 09:42:31.378 [TRACE] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:138 | Signing in with password.
2020/09/21 09:42:31.436 [INFO] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:142 | User logged in.
2020/09/21 09:42:31.453 [TRACE] [UMS.Areas.Identity.Pages.Account.LoginModel]  Login.cshtml.cs:149 | End login on post.
2020/09/21 09:42:31.471 [TRACE] [UMS.Data.AuthDbContext]  Index:AuthDbContext.cs:28 | Start Auth Database Context.
2020/09/21 09:42:31.471 [TRACE] [UMS.Controllers.HomeController] [usermanagement2020@gmail.com] Index:HomeController.cs:37 | NLog injected into HomeController.
2020/09/21 09:42:31.471 [TRACE] [UMS.Controllers.HomeController] [usermanagement2020@gmail.com] Index:HomeController.cs:39 | User manager injected into HomeController.
2020/09/21 09:42:31.471 [TRACE] [UMS.Controllers.HomeController] [usermanagement2020@gmail.com] Index:HomeController.cs:40 | Start HomeController Constructor.
2020/09/21 09:42:31.471 [TRACE] [UMS.Controllers.HomeController] [usermanagement2020@gmail.com] Index:HomeController.cs:59 | Start Index.
2020/09/21 09:42:31.486 [INFO] [UMS.Controllers.HomeController] [usermanagement2020@gmail.com] Index:HomeController.cs:60 | Welcome usermanagement2020@gmail.com to UMS.
2020/09/21 09:42:31.486 [TRACE] [UMS.Controllers.HomeController] [usermanagement2020@gmail.com] Index:HomeController.cs:65 | Find first value from user.
2020/09/21 09:42:31.486 [TRACE] [UMS.Controllers.HomeController] [usermanagement2020@gmail.com] Index:HomeController.cs:68 | End Index.
2020/09/21 09:42:33.380 [TRACE] [UMS.Data.AuthDbContext]  Index:AuthDbContext.cs:28 | Start Auth Database Context.
2020/09/21 09:42:33.380 [DEBUG] [UMS.Models.AccountContext] [usermanagement2020@gmail.com] Index:AccountContext.cs:24 | Start Account Context.
2020/09/21 09:42:33.380 [DEBUG] [UMS.Models.EditAccountContext] [usermanagement2020@gmail.com] Index:EditAccountContext.cs:24 | Start Edit Account Context.
2020/09/21 09:42:33.380 [TRACE] [UMS.Controllers.ManageUserController] [usermanagement2020@gmail.com] Index:ManageUserController.cs:44 | NLog injected into EditProfileController.
2020/09/21 09:42:33.392 [TRACE] [UMS.Controllers.ManageUserController] [usermanagement2020@gmail.com] Index:ManageUserController.cs:46 | Account Context injected into EditProfileController.
2020/09/21 09:42:33.392 [TRACE] [UMS.Controllers.ManageUserController] [usermanagement2020@gmail.com] Index:ManageUserController.cs:48 | Edit Profile Context injected into EditProfileController.
2020/09/21 09:42:33.392 [TRACE] [UMS.Controllers.ManageUserController] [usermanagement2020@gmail.com] Index:ManageUserController.cs:50 | Sign In Manager injected into EditProfileController.
2020/09/21 09:42:33.392 [TRACE] [UMS.Controllers.ManageUserController] [usermanagement2020@gmail.com] Index:ManageUserController.cs:51 | Start EditProfileController Constructor.
2020/09/21 09:42:33.392 [TRACE] [UMS.Controllers.ManageUserController] [usermanagement2020@gmail.com] Index:ManageUserController.cs:70 | Start Index.
2020/09/21 09:42:33.392 [TRACE] [UMS.Controllers.ManageUserController] [usermanagement2020@gmail.com] Index:ManageUserController.cs:76 | Find first value from user.
2020/09/21 09:42:33.392 [DEBUG] [UMS.Controllers.ManageUserController] [usermanagement2020@gmail.com] Index:ManageUserController.cs:82 | Get all active user.
2020/09/21 09:42:33.410 [TRACE] [UMS.Controllers.ManageUserController] [usermanagement2020@gmail.com] Index:ManageUserController.cs:87 | End Index.
2020/09/21 09:42:37.395 [TRACE] [UMS.Data.AuthDbContext]  deleteUser:AuthDbContext.cs:28 | Start Auth Database Context.
2020/09/21 09:42:37.395 [DEBUG] [UMS.Models.AccountContext] [usermanagement2020@gmail.com] deleteUser:AccountContext.cs:24 | Start Account Context.
2020/09/21 09:42:37.407 [DEBUG] [UMS.Models.EditAccountContext] [usermanagement2020@gmail.com] deleteUser:EditAccountContext.cs:24 | Start Edit Account Context.
2020/09/21 09:42:37.407 [TRACE] [UMS.Controllers.ManageUserController] [usermanagement2020@gmail.com] deleteUser:ManageUserController.cs:44 | NLog injected into EditProfileController.
2020/09/21 09:42:37.407 [TRACE] [UMS.Controllers.ManageUserController] [usermanagement2020@gmail.com] deleteUser:ManageUserController.cs:46 | Account Context injected into EditProfileController.
2020/09/21 09:42:37.407 [TRACE] [UMS.Controllers.ManageUserController] [usermanagement2020@gmail.com] deleteUser:ManageUserController.cs:48 | Edit Profile Context injected into EditProfileController.
2020/09/21 09:42:37.407 [TRACE] [UMS.Controllers.ManageUserController] [usermanagement2020@gmail.com] deleteUser:ManageUserController.cs:50 | Sign In Manager injected into EditProfileController.
2020/09/21 09:42:37.425 [TRACE] [UMS.Controllers.ManageUserController] [usermanagement2020@gmail.com] deleteUser:ManageUserController.cs:51 | Start EditProfileController Constructor.
2020/09/21 09:42:37.425 [TRACE] [UMS.Controllers.ManageUserController] [usermanagement2020@gmail.com] deleteUser:ManageUserController.cs:219 | Start delete user.
2020/09/21 09:42:37.425 [DEBUG] [UMS.Controllers.ManageUserController] [usermanagement2020@gmail.com] deleteUser:ManageUserController.cs:223 | Execute sql inactive user.
2020/09/21 09:42:37.442 [DEBUG] [UMS.Controllers.ManageUserController] [usermanagement2020@gmail.com] deleteUser:ManageUserController.cs:230 | Save changes: Inactive user.
2020/09/21 09:42:37.442 [TRACE] [UMS.Controllers.ManageUserController] [usermanagement2020@gmail.com] deleteUser:ManageUserController.cs:231 | Inactive user succeeded.
2020/09/21 09:42:38.381 [TRACE] [UMS.Data.AuthDbContext]  Index:AuthDbContext.cs:28 | Start Auth Database Context.
2020/09/21 09:42:38.381 [DEBUG] [UMS.Models.AccountContext] [usermanagement2020@gmail.com] Index:AccountContext.cs:24 | Start Account Context.
2020/09/21 09:42:38.381 [DEBUG] [UMS.Models.EditAccountContext] [usermanagement2020@gmail.com] Index:EditAccountContext.cs:24 | Start Edit Account Context.
2020/09/21 09:42:38.393 [TRACE] [UMS.Controllers.ManageUserController] [usermanagement2020@gmail.com] Index:ManageUserController.cs:44 | NLog injected into EditProfileController.
2020/09/21 09:42:38.393 [TRACE] [UMS.Controllers.ManageUserController] [usermanagement2020@gmail.com] Index:ManageUserController.cs:46 | Account Context injected into EditProfileController.
2020/09/21 09:42:38.393 [TRACE] [UMS.Controllers.ManageUserController] [usermanagement2020@gmail.com] Index:ManageUserController.cs:48 | Edit Profile Context injected into EditProfileController.
2020/09/21 09:42:38.393 [TRACE] [UMS.Controllers.ManageUserController] [usermanagement2020@gmail.com] Index:ManageUserController.cs:50 | Sign In Manager injected into EditProfileController.
2020/09/21 09:42:38.393 [TRACE] [UMS.Controllers.ManageUserController] [usermanagement2020@gmail.com] Index:ManageUserController.cs:51 | Start EditProfileController Constructor.
2020/09/21 09:42:38.393 [TRACE] [UMS.Controllers.ManageUserController] [usermanagement2020@gmail.com] Index:ManageUserController.cs:70 | Start Index.
2020/09/21 09:42:38.393 [TRACE] [UMS.Controllers.ManageUserController] [usermanagement2020@gmail.com] Index:ManageUserController.cs:76 | Find first value from user.
2020/09/21 09:42:38.410 [DEBUG] [UMS.Controllers.ManageUserController] [usermanagement2020@gmail.com] Index:ManageUserController.cs:82 | Get all active user.
